Test,Name,Dates,Periods,NetProfit,Comp,ROR,MaxDD,MAR,UI,Trades,PctWins,Expectancy,AvgWin,AvgLoss,WinLen,LossLen,ProfitFactor,Volatility,Sortino,AvgExp,MaxExp,AvgUse,MaxUse,ROR1y,ROR3y,ROR5y,ROR10y,ROR15y,MaxDD1,MaxDD2,MaxDD3,AvgDD,MedDD,AvgMAR,ClusterMAR,newStrat_LongTermLookback,newStrat_OneYearLookback,newStrat_atrLength,newStrat_atrTresh
0124,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 23691018,TRUE,23.46%,-48.21%,0.49,15.29,339,49.26%,22.22%,59.94%,14.41%,251.56,70.28,2.6,18.89%,1.86,97.72%,131.70%,97.75%,139.56%,58.20%,16.52%,14.43%,19.31%,12.49%,-48.21%,-35.99%,-30.17%,-10.79%,-7.44%,2.17,0.62,225,250,12,0.035
0013,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 28624345,TRUE,24.37%,-50.36%,0.48,15.17,372,50.27%,21.34%,55.12%,12.81%,216.75,67.51,2.26,19.04%,1.94,98.09%,139.24%,98.12%,145.00%,49.22%,14.27%,9.38%,12.87%,8.40%,-50.36%,-33.01%,-29.76%,-10.72%,-7.56%,2.27,0.65,200,200,8,0.035
0099,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 25470946,TRUE,23.80%,-49.58%,0.48,15.98,342,48.83%,22.23%,60.25%,14.06%,249.99,70.79,2.53,19.14%,1.86,97.72%,132.10%,97.74%,140.00%,53.30%,15.31%,12.88%,18.10%,11.73%,-49.58%,-38.12%,-33.16%,-11.36%,-8.20%,2.1,0.59,225,250,11,0.035
0079,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 22703957,TRUE,23.25%,-49.07%,0.47,15.81,333,48.05%,22.19%,63.21%,15.76%,250.38,79.12,2.13,20.20%,1.77,99.05%,135.82%,99.10%,149.41%,46.63%,13.61%,10.19%,10.59%,6.94%,-49.07%,-34.30%,-31.20%,-11.38%,-7.62%,2.04,0.61,225,150,11,0.035
0014,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 30314360,TRUE,24.64%,-52.23%,0.47,16.49,331,47.73%,24.36%,66.49%,14.12%,253.34,80.01,2.37,19.76%,1.92,98.79%,134.34%,98.82%,138.62%,38.52%,11.47%,11.88%,15.08%,9.82%,-52.23%,-36.81%,-32.37%,-11.63%,-8.20%,2.12,0.61,225,200,8,0.035
0039,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 34331238,TRUE,25.24%,-53.85%,0.47,16.19,329,47.11%,25.28%,69.35%,13.98%,258.49,80.21,2.42,19.83%,1.95,98.86%,134.34%,98.89%,138.62%,36.89%,11.03%,11.84%,16.05%,10.43%,-53.85%,-36.11%,-32.37%,-11.39%,-8.14%,2.22,0.62,225,200,9,0.035
0008,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 18932321,TRUE,22.39%,-48.03%,0.47,15.48,361,49.58%,19.39%,52.54%,13.21%,223.28,70.07,2.3,18.85%,1.81,97.70%,126.20%,97.75%,143.21%,40.57%,12.02%,10.89%,13.09%,8.55%,-48.03%,-33.80%,-29.13%,-11.25%,-8.23%,1.99,0.61,200,175,8,0.035
0059,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 21546963,TRUE,22.99%,-49.38%,0.47,15.59,329,49.85%,21.92%,59.51%,15.45%,249.43,76.12,2.21,19.22%,1.83,98.51%,133.41%,98.55%,144.66%,26.67%,8.20%,7.61%,13.23%,8.63%,-49.38%,-36.50%,-31.53%,-11.31%,-8.49%,2.03,0.59,225,175,10,0.035
0069,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 19527386,TRUE,22.56%,-48.52%,0.46,15.23,342,48.25%,20.64%,58.38%,14.54%,249.62,71.46,2.14,18.98%,1.78,97.73%,129.60%,97.77%,140.68%,37.44%,11.18%,7.78%,13.45%,8.78%,-48.52%,-32.29%,-31.22%,-11.09%,-8.35%,2.03,0.6,225,225,10,0.035
0003,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 35027547,TRUE,25.32%,-55.09%,0.46,16.33,351,51.57%,22.75%,57.69%,14.45%,221.14,72.75,2.27,19.43%,1.94,96.72%,126.51%,96.77%,137.49%,51.49%,14.85%,12.88%,13.22%,8.63%,-55.09%,-29.60%,-28.12%,-11.16%,-7.35%,2.27,0.67,200,150,8,0.035
0134,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 14655486,TRUE,21.19%,-47.14%,0.45,15.5,338,51.18%,19.17%,52.51%,15.79%,238.94,78.12,1.96,20.73%,1.6,99.03%,130.04%,99.07%,142.79%,16.42%,5.20%,5.58%,11.22%,7.35%,-47.14%,-38.02%,-33.45%,-11.55%,-9.15%,1.83,0.54,225,175,8,0.04
0080,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 43304869,TRUE,26.46%,-60.03%,0.44,19.54,290,53.45%,34.93%,80.84%,17.79%,270.75,89.42,2.14,21.36%,1.88,99.36%,140.23%,99.40%,142.75%,42.84%,12.62%,9.17%,9.17%,6.02%,-60.03%,-35.93%,-32.62%,-13.54%,-9.79%,1.95,0.62,250,150,11,0.035
0034,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 21585544,TRUE,23.00%,-52.52%,0.44,17.03,330,49.09%,21.78%,59.89%,14.96%,251.73,75.76,2.35,19.54%,1.8,98.71%,135.82%,98.75%,144.38%,31.49%,9.56%,8.47%,16.10%,10.46%,-52.52%,-42.13%,-31.32%,-12.13%,-8.65%,1.9,0.55,225,175,9,0.035
0054,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 20406912,TRUE,22.75%,-52.79%,0.43,16.31,336,47.62%,21.47%,62.33%,15.67%,247.83,80.43,2.11,20.18%,1.74,99.11%,135.82%,99.16%,149.20%,47.14%,13.74%,10.26%,9.73%,6.39%,-52.79%,-34.28%,-31.52%,-11.54%,-7.60%,1.97,0.58,225,150,10,0.035
0105,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 23966631,TRUE,23.61%,-57.47%,0.41,17.57,289,54.33%,27.60%,65.22%,17.14%,265.19,92.15,2.69,19.40%,1.85,98.01%,134.82%,98.05%,139.57%,75.42%,20.60%,15.56%,11.85%,7.75%,-57.47%,-31.23%,-28.47%,-11.95%,-7.64%,1.98,0.6,250,150,12,0.035
0019,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 13604818,TRUE,20.87%,-51.42%,0.41,15.99,339,48.67%,19.43%,54.96%,14.27%,249.3,73.44,2.17,18.69%,1.68,97.77%,127.18%,97.80%,137.96%,38.94%,11.59%,8.93%,12.75%,8.33%,-51.42%,-33.06%,-30.36%,-11.33%,-8.41%,1.84,0.55,225,225,8,0.035
0130,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 17424799,TRUE,22.10%,-56.47%,0.39,19.65,299,49.50%,29.15%,76.57%,17.33%,266.71,92.31,2.01,22.72%,1.53,99.36%,147.86%,99.40%,152.89%,38.16%,11.38%,5.57%,9.41%,6.18%,-56.47%,-42.33%,-41.27%,-14.53%,-11.02%,1.52,0.47,250,150,8,0.04
