Test,Name,Dates,Periods,NetProfit,Comp,ROR,MaxDD,MAR,UI,Trades,PctWins,Expectancy,AvgWin,AvgLoss,WinLen,LossLen,ProfitFactor,Volatility,Sortino,AvgExp,MaxExp,AvgUse,MaxUse,ROR1y,ROR3y,ROR5y,ROR10y,ROR15y,MaxDD1,MaxDD2,MaxDD3,AvgDD,MedDD,AvgMAR,ClusterMAR,newStrat_LongTermLookback,newStrat_OneYearLookback,newStrat_atrLength,newStrat_atrTresh
0315,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 41409051,TRUE,26.23%,-43.27%,0.61,15.97,312,51.28%,31.36%,78.18%,17.91%,259.51,88.6,2.79,24.48%,1.69,102.58%,138.38%,102.59%,152.51%,59.05%,16.73%,14.39%,22.49%,14.48%,-43.27%,-40.14%,-38.74%,-12.18%,-10.70%,2.15,0.64,250,200,10,0.045
0314,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 24587589,TRUE,23.64%,-57.22%,0.41,23.98,357,46.50%,21.71%,66.18%,16.94%,240.96,76.22,2.08,24.94%,1.49,101.27%,139.42%,101.29%,163.73%,22.04%,6.87%,9.16%,20.87%,13.47%,-57.22%,-53.46%,-44.51%,-18.81%,-16.04%,1.26,0.46,225,200,10,0.045
0313,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 36012419,TRUE,25.47%,-39.35%,0.65,14.56,368,48.10%,21.44%,60.66%,14.90%,225.33,69.22,2.12,21.60%,1.79,99.26%,141.77%,99.28%,150.46%,40.94%,12.12%,6.65%,17.37%,11.27%,-39.35%,-34.54%,-33.36%,-11.18%,-9.75%,2.28,0.71,200,200,10,0.045
0312,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 76507638,TRUE,29.15%,-57.36%,0.51,16.17,413,48.91%,21.15%,57.33%,13.48%,198.8,62.95,2.15,23.12%,1.85,99.45%,139.26%,99.48%,180.43%,37.72%,11.26%,10.83%,19.47%,12.59%,-57.36%,-35.08%,-34.07%,-11.44%,-8.32%,2.55,0.69,175,200,10,0.045
0311,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 46321705,TRUE,26.65%,-50.83%,0.52,17.07,506,40.51%,16.38%,59.14%,12.74%,184.87,52.76,1.73,23.28%,1.7,100.11%,133.52%,100.14%,158.96%,34.25%,10.32%,4.65%,19.28%,12.47%,-50.83%,-37.27%,-33.55%,-13.51%,-13.12%,1.97,0.66,150,200,10,0.045
0310,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 48411218,TRUE,27.02%,-44.47%,0.61,19.02,289,50.87%,35.10%,86.30%,17.91%,278.5,91.64,2.6,24.03%,1.74,100.75%,139.55%,100.77%,164.19%,79.18%,21.46%,8.43%,19.99%,12.92%,-44.47%,-41.60%,-41.37%,-14.92%,-14.51%,1.81,0.64,250,175,10,0.045
0309,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 17359399,TRUE,21.98%,-62.54%,0.35,22.02,336,50.89%,19.99%,55.96%,17.29%,238.05,81.42,2.05,23.74%,1.45,100.04%,150.94%,100.07%,168.14%,46.29%,13.52%,5.83%,14.86%,9.67%,-62.54%,-43.82%,-41.14%,-16.91%,-14.28%,1.3,0.45,225,175,10,0.045
0308,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 45871605,TRUE,26.61%,-40.82%,0.65,13.56,351,51.57%,22.59%,58.52%,15.65%,223.59,72.79,2.34,21.62%,1.84,98.26%,135.97%,98.29%,154.34%,46.72%,13.63%,11.01%,17.00%,11.03%,-40.82%,-39.12%,-34.92%,-10.18%,-8.45%,2.61,0.7,200,175,10,0.045
0307,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 75583886,TRUE,29.06%,-57.15%,0.51,16.1,417,49.64%,19.79%,53.84%,13.79%,194.5,62.5,2.16,23.18%,1.82,99.62%,133.15%,99.67%,162.17%,31.82%,9.65%,12.39%,19.64%,12.70%,-57.15%,-37.56%,-33.34%,-11.37%,-8.44%,2.56,0.68,175,175,10,0.045
0306,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 71020476,TRUE,28.72%,-49.69%,0.58,18.57,488,45.29%,17.42%,54.74%,13.47%,177.06,52.87,1.83,23.31%,1.81,99.15%,136.50%,99.18%,152.42%,49.52%,14.35%,3.27%,19.28%,12.47%,-49.69%,-40.41%,-37.15%,-14.32%,-12.13%,2.01,0.68,150,175,10,0.045
0305,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 53287551,TRUE,27.47%,-42.36%,0.65,15.77,295,51.53%,35.02%,85.16%,18.27%,270.36,94.13,2.33,23.72%,1.77,101.74%,138.84%,101.77%,161.54%,36.01%,10.80%,7.10%,18.72%,12.12%,-42.36%,-37.17%,-36.88%,-12.18%,-10.81%,2.26,0.71,250,150,10,0.045
0304,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 26726141,TRUE,24.02%,-59.36%,0.4,23.4,334,47.60%,24.93%,71.72%,17.58%,247.45,83.85,1.83,24.00%,1.58,100.38%,145.79%,100.42%,165.02%,25.35%,7.82%,0.78%,10.84%,7.10%,-59.36%,-46.61%,-40.04%,-17.99%,-15.11%,1.34,0.49,225,150,10,0.045
0303,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 85817771,TRUE,29.71%,-38.33%,0.77,14.05,341,53.67%,28.27%,66.11%,15.56%,223.79,72.58,2.51,22.40%,1.98,97.69%,131.31%,97.72%,150.62%,46.51%,13.58%,6.57%,19.65%,12.70%,-38.33%,-35.83%,-34.29%,-10.57%,-8.49%,2.81,0.82,200,150,10,0.045
0302,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 196438994,TRUE,33.90%,-43.08%,0.79,12.97,384,53.12%,26.86%,62.47%,13.51%,200.45,69.29,2.81,22.23%,2.21,98.61%,132.63%,98.65%,143.52%,64.77%,18.11%,14.84%,21.73%,14.01%,-43.08%,-34.21%,-33.08%,-9.33%,-6.80%,3.63,0.92,175,150,10,0.045
0301,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 149814619,TRUE,32.47%,-47.57%,0.68,15.99,464,47.63%,21.00%,58.85%,13.43%,178.51,56.5,2.28,23.59%,2.01,98.74%,134.28%,98.77%,151.18%,45.86%,13.41%,12.56%,25.36%,16.26%,-47.57%,-41.63%,-38.01%,-12.17%,-10.85%,2.67,0.77,150,150,10,0.045
0300,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 26529094,TRUE,24.08%,-43.43%,0.55,16.8,316,48.73%,30.31%,81.40%,18.25%,267.07,79.12,2.06,24.08%,1.57,101.15%,143.65%,101.16%,169.56%,77.47%,21.07%,8.34%,14.02%,9.14%,-43.43%,-40.08%,-38.87%,-13.21%,-12.46%,1.82,0.59,250,250,9,0.045
0299,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 20647137,TRUE,22.81%,-43.93%,0.52,17.98,357,44.26%,25.04%,76.96%,16.19%,248.01,75.01,1.69,23.68%,1.52,100.55%,148.00%,100.56%,157.17%,35.79%,10.74%,0.52%,9.08%,5.97%,-43.93%,-43.03%,-39.10%,-13.73%,-11.12%,1.66,0.54,225,250,9,0.045
0298,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 23874231,TRUE,23.50%,-38.27%,0.61,16.5,384,45.05%,21.20%,65.32%,14.97%,223.66,66.61,1.85,22.38%,1.62,98.58%,146.19%,98.59%,156.54%,39.37%,11.70%,2.49%,14.67%,9.56%,-38.27%,-38.25%,-37.19%,-12.67%,-10.79%,1.86,0.62,200,250,9,0.045
0297,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 55649343,TRUE,27.57%,-57.01%,0.48,17.37,462,44.16%,18.36%,58.16%,13.11%,195.37,52.49,2.07,24.48%,1.7,99.35%,143.28%,99.37%,169.76%,68.68%,19.04%,13.07%,18.73%,12.13%,-57.01%,-37.36%,-35.32%,-12.87%,-10.09%,2.14,0.64,175,250,9,0.045
0296,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 26999686,TRUE,24.09%,-52.29%,0.46,20.26,542,38.93%,14.50%,55.87%,11.87%,177.63,47.13,1.57,22.93%,1.6,98.38%,146.45%,98.40%,151.71%,21.95%,6.84%,-0.22%,12.83%,8.38%,-52.29%,-45.20%,-33.26%,-15.08%,-12.35%,1.6,0.55,150,250,9,0.045
0295,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 40123471,TRUE,26.07%,-50.40%,0.52,19.63,315,45.40%,32.28%,91.87%,17.26%,281.41,85.29,2.27,25.24%,1.61,101.88%,144.75%,101.89%,175.82%,83.69%,22.47%,12.55%,17.85%,11.57%,-50.40%,-48.17%,-38.85%,-15.46%,-13.84%,1.69,0.57,250,225,9,0.045
0294,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 31235642,TRUE,24.78%,-57.05%,0.43,19.13,353,45.61%,23.12%,69.82%,16.04%,246.89,77.46,2.12,25.10%,1.54,101.17%,153.82%,101.19%,169.90%,52.29%,15.05%,8.85%,16.10%,10.46%,-57.05%,-53.06%,-39.26%,-14.71%,-12.81%,1.68,0.5,225,225,9,0.045
0293,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 23724431,TRUE,23.47%,-42.63%,0.55,13.81,388,47.42%,20.26%,59.23%,14.90%,210.34,67.79,1.83,22.54%,1.59,98.36%,136.44%,98.40%,164.12%,28.28%,8.65%,2.78%,14.41%,9.39%,-42.63%,-34.11%,-31.70%,-10.85%,-10.08%,2.16,0.65,200,225,9,0.045
0292,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 33849358,TRUE,25.17%,-58.69%,0.43,17.37,453,45.47%,17.46%,54.79%,13.68%,194.68,54.55,2.01,23.00%,1.63,98.83%,141.93%,98.86%,184.82%,44.79%,13.13%,9.48%,18.90%,12.23%,-58.69%,-33.96%,-33.34%,-12.83%,-10.35%,1.96,0.6,175,225,9,0.045
0291,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 42494354,TRUE,26.23%,-46.39%,0.57,15.45,533,41.09%,15.52%,56.10%,12.79%,174.74,47.63,1.77,23.71%,1.66,100.49%,154.85%,100.52%,162.80%,49.25%,14.28%,10.68%,17.13%,11.11%,-46.39%,-41.81%,-36.53%,-11.87%,-10.14%,2.21,0.63,150,225,9,0.045
0290,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 29530966,TRUE,24.59%,-41.53%,0.59,16.9,311,49.20%,29.20%,77.69%,17.75%,260.71,90.16,2.7,24.69%,1.58,102.85%,138.47%,102.87%,154.87%,69.62%,19.26%,12.50%,20.96%,13.52%,-41.53%,-41.22%,-40.41%,-13.05%,-11.56%,1.88,0.6,250,200,9,0.045
0289,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 30761069,TRUE,24.71%,-55.79%,0.44,22.13,354,47.18%,22.49%,66.73%,17.02%,241.93,75.4,2.14,24.73%,1.56,101.43%,137.68%,101.46%,161.89%,29.69%,9.05%,10.20%,22.17%,14.28%,-55.79%,-46.51%,-45.13%,-17.34%,-14.77%,1.42,0.5,225,200,9,0.045
0288,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 26406244,TRUE,23.98%,-38.74%,0.62,14.71,377,46.42%,20.20%,61.45%,15.54%,223.46,68.76,1.73,21.63%,1.69,99.13%,142.92%,99.15%,150.46%,8.19%,2.66%,1.46%,14.11%,9.20%,-38.74%,-35.50%,-34.54%,-11.25%,-9.69%,2.13,0.66,200,200,9,0.045
0287,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 61039501,TRUE,28.03%,-55.32%,0.51,15.44,426,46.24%,19.73%,58.75%,13.84%,199.56,61.82,1.95,23.22%,1.79,99.90%,140.10%,99.93%,178.92%,20.62%,6.45%,8.07%,17.84%,11.57%,-55.32%,-32.20%,-32.05%,-11.34%,-9.04%,2.47,0.7,175,200,9,0.045
0286,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 53123735,TRUE,27.32%,-50.83%,0.54,16.82,507,41.42%,16.55%,57.90%,12.69%,183.22,51.82,1.76,23.52%,1.72,100.24%,133.18%,100.27%,158.96%,39.51%,11.74%,5.08%,19.52%,12.63%,-50.83%,-38.07%,-34.45%,-13.29%,-12.58%,2.06,0.66,150,200,9,0.045
0285,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 51320794,TRUE,27.30%,-44.50%,0.61,19.05,292,51.71%,35.84%,86.31%,18.22%,273.78,90.58,2.55,24.05%,1.75,100.67%,139.82%,100.68%,164.44%,78.28%,21.25%,8.32%,18.90%,12.24%,-44.50%,-43.13%,-41.37%,-15.01%,-15.15%,1.82,0.63,250,175,9,0.045
0284,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 18251578,TRUE,22.22%,-63.42%,0.35,21.9,335,51.04%,20.69%,57.90%,18.10%,241.84,79.2,1.94,23.96%,1.45,100.13%,151.85%,100.16%,168.92%,34.44%,10.37%,3.68%,14.03%,9.15%,-63.42%,-41.10%,-40.62%,-16.69%,-13.95%,1.33,0.46,225,175,9,0.045
0283,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 35164013,TRUE,25.33%,-40.12%,0.63,14.26,369,49.05%,20.60%,58.53%,15.92%,219.76,69.88,2.01,22.33%,1.73,99.46%,135.78%,99.49%,154.93%,25.23%,7.79%,7.56%,14.64%,9.54%,-40.12%,-39.20%,-33.35%,-10.98%,-9.84%,2.31,0.67,200,175,9,0.045
0282,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 64330045,TRUE,28.27%,-57.61%,0.49,17.01,421,49.41%,19.02%,53.13%,14.29%,194.17,61.49,2.12,23.50%,1.77,99.75%,133.92%,99.79%,163.82%,27.86%,8.54%,12.92%,19.42%,12.56%,-57.61%,-38.98%,-34.88%,-12.32%,-9.38%,2.29,0.65,175,175,9,0.045
0281,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 82357210,TRUE,29.45%,-52.25%,0.56,18.31,494,45.14%,17.68%,55.50%,13.44%,176.31,51.69,1.84,24.00%,1.8,99.81%,139.63%,99.85%,165.40%,33.38%,10.08%,6.32%,20.76%,13.40%,-52.25%,-43.53%,-36.71%,-13.77%,-11.05%,2.14,0.67,150,175,9,0.045
0280,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 37918826,TRUE,25.81%,-42.67%,0.6,16.39,299,50.84%,33.36%,83.31%,18.28%,266.55,95.38,2.34,24.30%,1.65,101.33%,140.39%,101.36%,164.52%,47.08%,13.72%,5.56%,17.94%,11.63%,-42.67%,-37.29%,-37.19%,-12.74%,-11.30%,2.03,0.66,250,150,9,0.045
0279,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 27396691,TRUE,24.14%,-59.34%,0.41,22.67,332,49.70%,25.58%,70.34%,18.65%,242.94,83.13,1.83,23.74%,1.59,100.19%,145.58%,100.23%,164.81%,14.21%,4.53%,1.59%,10.92%,7.15%,-59.34%,-46.44%,-39.06%,-17.05%,-13.06%,1.42,0.5,225,150,9,0.045
0278,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 85493977,TRUE,29.69%,-38.43%,0.77,13.92,342,52.34%,28.41%,69.04%,16.21%,226.56,72.33,2.47,22.15%,2,98.04%,131.97%,98.07%,151.47%,60.17%,17.00%,8.90%,20.41%,13.18%,-38.43%,-34.52%,-34.23%,-10.51%,-8.79%,2.82,0.83,200,150,9,0.045
0277,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 156383354,TRUE,32.73%,-43.08%,0.76,13.8,395,50.13%,25.66%,65.08%,13.95%,200.86,68.81,2.4,23.40%,2.04,99.32%,137.39%,99.36%,143.48%,39.42%,11.72%,11.90%,21.08%,13.60%,-43.08%,-33.69%,-33.32%,-10.36%,-8.60%,3.16,0.89,175,150,9,0.045
0276,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 271175056,TRUE,35.52%,-47.57%,0.75,16.66,475,48.00%,23.26%,62.97%,13.39%,174.97,54.62,2.82,24.88%,2.09,100.14%,142.04%,100.18%,151.17%,93.39%,24.59%,27.17%,32.69%,20.75%,-47.57%,-41.68%,-33.90%,-12.75%,-11.59%,2.79,0.87,150,150,9,0.045
0275,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 34463758,TRUE,25.34%,-40.53%,0.63,16.11,308,49.35%,32.10%,83.24%,17.72%,269.11,84.22,2.33,23.86%,1.65,100.90%,142.28%,100.90%,168.23%,103.82%,26.79%,11.04%,15.65%,10.18%,-40.53%,-40.41%,-37.90%,-12.52%,-11.38%,2.02,0.64,250,250,8,0.045
0274,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 23704901,TRUE,23.46%,-43.03%,0.55,16.95,361,44.04%,25.14%,78.03%,16.49%,247.82,73.66,1.83,23.89%,1.55,101.42%,147.96%,101.44%,153.22%,57.15%,16.26%,3.50%,11.88%,7.77%,-43.03%,-40.07%,-39.28%,-12.83%,-10.13%,1.83,0.58,225,250,8,0.045
0273,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 31270382,TRUE,24.78%,-38.33%,0.65,16.08,389,46.02%,21.53%,64.00%,14.67%,220.07,64.66,1.92,22.44%,1.7,99.37%,147.54%,99.37%,157.12%,49.55%,14.36%,3.80%,16.75%,10.87%,-38.33%,-38.25%,-34.39%,-12.29%,-10.41%,2.02,0.67,200,250,8,0.045
0272,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 28930333,TRUE,24.41%,-58.11%,0.42,18.04,467,44.54%,16.57%,53.63%,13.19%,189.88,52.81,1.92,23.91%,1.55,98.33%,143.55%,98.35%,173.75%,48.39%,14.06%,8.84%,16.42%,10.66%,-58.11%,-33.35%,-32.24%,-13.49%,-11.53%,1.81,0.59,175,250,8,0.045
0271,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 45511648,TRUE,26.60%,-52.71%,0.5,18.86,539,39.89%,16.01%,58.33%,12.06%,176.95,46.93,1.66,23.52%,1.72,99.23%,147.12%,99.25%,155.61%,30.86%,9.38%,1.76%,15.28%,9.94%,-52.71%,-38.71%,-36.21%,-13.81%,-10.91%,1.93,0.63,150,250,8,0.045
0270,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 40184725,TRUE,26.08%,-50.40%,0.52,19.38,321,44.86%,30.87%,89.64%,16.95%,273.83,86.33,2.43,25.90%,1.58,102.18%,144.75%,102.19%,175.82%,84.85%,22.73%,12.70%,20.83%,13.44%,-50.40%,-41.86%,-40.19%,-15.27%,-13.74%,1.71,0.59,250,225,8,0.045
0269,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 41537241,TRUE,26.16%,-57.16%,0.46,18.19,350,47.14%,24.67%,70.60%,16.30%,247.76,75.29,2.08,24.80%,1.63,101.59%,149.73%,101.60%,166.85%,36.60%,10.96%,6.51%,17.88%,11.59%,-57.16%,-40.67%,-39.26%,-13.80%,-11.74%,1.9,0.57,225,225,8,0.045
0268,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 32431088,TRUE,24.96%,-37.09%,0.67,13.32,385,47.53%,21.18%,60.53%,14.47%,213.3,66.83,1.96,22.40%,1.69,98.62%,139.01%,98.65%,156.75%,42.04%,12.41%,4.90%,16.85%,10.94%,-37.09%,-33.73%,-33.01%,-10.38%,-9.57%,2.4,0.72,200,225,8,0.045
0267,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 22751791,TRUE,23.28%,-59.23%,0.39,18.06,459,43.14%,16.31%,56.16%,13.93%,196.69,55.77,1.83,23.20%,1.52,99.20%,141.93%,99.23%,184.82%,31.91%,9.67%,7.29%,17.23%,11.18%,-59.23%,-36.15%,-32.51%,-13.53%,-11.30%,1.72,0.55,175,225,8,0.045
0266,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 62014151,TRUE,28.08%,-39.08%,0.72,14.15,519,42.39%,16.74%,56.84%,12.77%,174.56,49.28,1.85,23.15%,1.82,100.31%,147.37%,100.34%,154.58%,63.63%,17.84%,10.75%,18.28%,11.84%,-39.08%,-37.40%,-36.50%,-10.77%,-9.24%,2.61,0.75,150,225,8,0.045
0265,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 31747783,TRUE,24.94%,-41.28%,0.6,16.96,310,49.68%,29.71%,77.90%,17.87%,261.38,88.95,2.91,24.93%,1.58,102.70%,139.58%,102.72%,154.71%,79.71%,21.58%,13.92%,21.99%,14.17%,-41.28%,-40.60%,-40.56%,-13.07%,-11.53%,1.91,0.61,250,200,8,0.045
0264,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 30134677,TRUE,24.61%,-53.42%,0.46,20.47,358,48.04%,21.76%,63.68%,17.00%,235.23,74.96,2.03,24.51%,1.58,101.17%,137.86%,101.20%,154.97%,23.37%,7.25%,6.35%,21.52%,13.88%,-53.42%,-43.66%,-35.71%,-16.10%,-14.12%,1.53,0.56,225,200,8,0.045
0263,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 26142403,TRUE,23.93%,-43.51%,0.55,15.38,376,46.54%,20.30%,61.32%,15.42%,222.39,70.14,1.78,22.13%,1.66,99.37%,142.92%,99.40%,148.30%,12.13%,3.89%,1.22%,13.99%,9.12%,-43.51%,-35.50%,-33.94%,-11.89%,-10.89%,2.01,0.64,200,200,8,0.045
0262,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 70190490,TRUE,28.72%,-53.67%,0.54,16.07,424,46.23%,20.61%,60.96%,14.08%,202.17,61.16,1.99,23.21%,1.83,99.58%,138.56%,99.61%,169.89%,28.40%,8.69%,12.28%,21.43%,13.82%,-53.67%,-33.18%,-32.27%,-11.88%,-9.38%,2.42,0.72,175,200,8,0.045
0261,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 94908732,TRUE,30.18%,-46.88%,0.64,15.19,497,44.67%,18.20%,56.69%,12.88%,179.14,51.68,2,23.63%,1.89,100.02%,133.85%,100.05%,145.01%,51.62%,14.88%,11.18%,24.19%,15.54%,-46.88%,-37.84%,-31.14%,-11.62%,-9.91%,2.6,0.78,150,200,8,0.045
0260,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 35521310,TRUE,25.51%,-44.50%,0.57,19.85,298,50.00%,32.59%,83.92%,18.74%,273.04,90.75,2.41,24.86%,1.61,101.99%,143.40%,102.01%,165.04%,73.97%,20.27%,7.79%,18.43%,11.93%,-44.50%,-44.06%,-44.02%,-15.60%,-15.19%,1.64,0.58,250,175,8,0.045
0259,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 11602009,TRUE,20.12%,-61.73%,0.33,23.14,348,49.71%,17.71%,53.75%,17.93%,236.73,78.06,1.76,23.93%,1.34,101.18%,148.77%,101.22%,164.62%,11.75%,3.77%,-0.08%,12.32%,8.05%,-61.73%,-41.35%,-40.57%,-18.00%,-16.24%,1.12,0.42,225,175,8,0.045
0258,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 39440672,TRUE,25.88%,-47.40%,0.55,15.87,374,48.66%,20.97%,59.76%,15.80%,219.63,69.04,2.06,22.93%,1.7,99.69%,133.27%,99.73%,162.58%,23.55%,7.30%,5.31%,14.85%,9.67%,-47.40%,-39.18%,-34.70%,-12.08%,-10.35%,2.14,0.64,200,175,8,0.045
0257,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 83019038,TRUE,29.53%,-56.11%,0.53,16.28,418,49.76%,19.99%,54.52%,14.21%,194.94,61.68,2.28,23.37%,1.85,100.02%,132.77%,100.06%,158.25%,35.27%,10.59%,17.09%,23.07%,14.84%,-56.11%,-36.01%,-35.15%,-11.77%,-8.69%,2.51,0.7,175,175,8,0.045
0256,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 109421674,TRUE,30.87%,-47.02%,0.66,16.67,487,46.41%,18.85%,56.17%,13.46%,174.12,54.15,1.88,24.16%,1.87,99.72%,139.24%,99.75%,146.28%,33.60%,10.14%,8.35%,20.58%,13.29%,-47.02%,-41.57%,-36.27%,-12.53%,-10.57%,2.46,0.74,150,175,8,0.045
0255,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 31099472,TRUE,24.85%,-42.67%,0.58,16.42,302,50.00%,31.64%,81.68%,18.39%,266.61,96.11,2.16,24.38%,1.59,102.06%,144.42%,102.09%,164.53%,40.43%,11.98%,4.26%,16.82%,10.92%,-42.67%,-39.47%,-38.98%,-12.64%,-11.04%,1.97,0.62,250,150,8,0.045
0254,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 28401270,TRUE,24.31%,-59.34%,0.41,22.68,339,50.15%,24.75%,67.75%,18.50%,236.92,83.7,1.85,24.35%,1.57,101.28%,145.58%,101.32%,164.81%,19.94%,6.25%,0.93%,11.51%,7.54%,-59.34%,-41.64%,-41.44%,-17.28%,-13.88%,1.41,0.51,225,150,8,0.045
0253,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 84927206,TRUE,29.65%,-37.41%,0.79,14.05,345,53.33%,28.84%,68.38%,16.34%,224.76,72.02,2.65,22.19%,2,98.04%,132.39%,98.07%,149.62%,66.23%,18.46%,10.22%,20.56%,13.28%,-37.41%,-37.31%,-35.60%,-10.62%,-8.73%,2.79,0.81,200,150,8,0.045
0252,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 195625438,TRUE,33.88%,-57.16%,0.59,17.88,401,50.12%,26.01%,65.63%,13.80%,197.43,68.61,2.66,24.31%,2.03,99.58%,136.07%,99.63%,155.57%,46.69%,13.62%,18.25%,25.87%,16.58%,-57.16%,-36.24%,-31.53%,-13.01%,-9.89%,2.6,0.81,175,150,8,0.045
0251,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 185792394,TRUE,33.57%,-50.18%,0.67,17.56,475,47.79%,22.00%,60.99%,13.69%,176.05,54.46,2.64,24.31%,2.04,99.95%,140.45%,99.98%,145.97%,79.66%,21.57%,25.48%,32.12%,20.40%,-50.18%,-42.45%,-30.50%,-12.77%,-10.31%,2.63,0.82,150,150,8,0.045
0250,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 29436226,TRUE,24.58%,-43.82%,0.56,14.55,300,50.00%,27.10%,68.78%,14.59%,276.94,82.57,2.64,19.55%,1.88,98.33%,139.12%,98.34%,160.14%,79.48%,21.53%,12.41%,18.91%,12.24%,-43.82%,-34.69%,-32.58%,-10.68%,-7.71%,2.3,0.66,250,250,12,0.04
0249,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 12499116,TRUE,20.48%,-45.33%,0.45,16.08,348,45.11%,19.50%,61.44%,14.98%,252.43,75.52,2.12,20.06%,1.57,99.51%,163.52%,99.54%,169.59%,41.05%,12.15%,7.89%,15.91%,10.34%,-45.33%,-38.29%,-33.79%,-12.05%,-9.51%,1.7,0.52,225,250,12,0.04
0248,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 20061586,TRUE,22.68%,-41.20%,0.55,14.35,382,48.69%,18.49%,52.42%,13.71%,218.2,62.55,2.69,19.60%,1.74,98.10%,130.93%,98.12%,147.86%,99.74%,25.94%,16.61%,17.85%,11.57%,-41.20%,-32.57%,-31.42%,-10.81%,-8.66%,2.1,0.65,200,250,12,0.04
